gene,CerD1,CerD2,CerD3,CerW1,CerW2,CerW3,CocD1,CocD2,CocD3,CocW1,CocW2,CocW3,NigD1,NigD2,NigD3,NigW1,NigW2,NigW3,PenD1,PenD2,PenD3,PenW1,PenW2,PenW3,SorD1,SorD2,SorD3,SorW1,SorW2,SorW3
PhHAL.3G173300,-1.408381451,-1.428846722,-1.279888742,-1.100275364,-0.46142604,-1.497113286,-0.73252169,-1.517703967,-2.065702459,-0.567913877,-0.756472351,-0.677807252,-0.741726275,-2.490470867,-1.541933559,1.146562844,0.465269156,0.629555674,-1.849865671,-1.284990769,-1.669943044,-0.124044218,0.218450664,-1.497113286,-1.40570584,-1.566115538,-1.288711559,-0.592943677,-0.339636186,-0.521739895
PhHAL.6G273900,-0.613200622,-0.812793282,-0.427194637,-0.281880924,-1.417131742,-2.023683764,-0.066533184,-0.717737865,-0.828809951,-0.239060428,0.000475979,-0.566731665,-0.284129943,-0.335961051,-1.203851961,1.911383531,1.764380348,1.861750697,-1.389105329,-0.331149549,-0.357331118,1.508101161,0.981187146,2.823446668,-0.788395264,-1.290204446,-1.304359757,-0.332979082,-0.429460692,-0.354524903
PhHAL.7G345000,-1.951320328,-0.440164626,-0.625115343,-1.58750358,-1.585888565,-0.528458055,1.468255419,0.704607051,1.827353053,1.737471013,1.721731111,1.24832586,-1.950064766,-1.951612336,-0.192290381,-0.004533018,0.012631362,-0.445789476,-1.951612419,-1.951532114,-1.951394951,-0.180476431,0.565039442,-1.588470841,1.595158592,3.637024267,2.551392772,1.88736633,1.563551909,1.425105758
PhHAL.7G345100,-1.627420943,-1.831607323,-1.625311315,-1.492230714,-0.647009102,-1.195445406,-2.428622993,-1.932333901,-3.847523655,-2.090941154,-2.909523748,-1.840372577,-1.099563439,-2.719239641,-0.95386948,-0.516936424,-0.409264296,-0.289632005,-1.244891765,-1.265971967,-1.431454649,-0.424450571,0.274562317,-3.986705209,-2.004278079,-4.402950429,-2.653445535,-2.43700647,-2.684257469,-2.205706477
PhHAL.1G002100,-1.251163952,-1.653436013,-1.344903634,-0.494001653,-0.15453412,-1.014412724,1.779598598,0.379514012,0.727467957,2.32916456,2.081002018,0.952705142,-0.098858308,-2.288616462,-0.387527532,-1.203039389,-0.923401739,-0.820917247,-1.087497045,-1.279943135,-1.181095969,-0.799132461,-0.622050271,-1.834165097,2.223806395,0.288754355,1.189928294,2.314801537,2.543527842,2.483782888
PhHAL.9G200600,-1.555143764,-1.576787681,-2.40489641,-0.802910147,-1.487866072,-1.163297258,-0.335492949,1.214213528,0.786062165,-0.467056977,0.578859247,2.06865839,-2.036998453,1.846582076,1.337788736,2.54506052,2.273033271,2.446691309,-2.154957947,-1.591249031,-1.564650943,1.719618135,1.269819761,1.262401207,0.258608611,-3.204528578,-1.74192317,0.112848186,0.338610284,0.554377056
PhHAL.7G278000,-2.20834235,-3.210941633,-0.716988285,-0.73813631,-2.255291471,-3.085192563,-2.355041851,-5.120515069,-3.155052138,-3.540751716,-3.204125756,-1.568353853,0.15285535,0.880115972,-0.611490699,1.644040047,1.45375201,1.293825834,-1.680633998,-0.644450991,-1.108384455,1.377145462,1.344867703,2.140071565,-1.014987839,-5.120515069,-3.073336178,-2.704768013,-2.198841648,-2.747263495
PhHAL.9G518100,1.114172838,0.702114802,2.709043045,1.137375289,1.574297865,0.790821332,2.13906886,1.888930495,1.317494408,2.692627181,3.023010257,1.2577166,-0.359732595,-0.326681993,0.248758305,-0.580448013,0.223978652,-0.059643224,1.332781533,1.161624773,1.812832315,-1.373530695,0.244699925,-2.373573975,1.766519947,1.618877417,1.775789777,2.19448854,1.823292693,1.668229712
PhHAL.3G054900,1.36769864,0.915644366,1.653417167,1.66852762,1.402046579,1.095422673,1.452916915,0.567066,0.738256894,0.03932583,0.438811404,-0.388999202,0.09984596,-1.146981649,-0.59560837,-0.053535892,0.213296319,-1.425713518,0.445382096,1.869846246,1.746799912,-0.186523249,0.067585396,3.08490667,0.708258609,0.623424568,1.065979826,1.794042031,1.603483141,1.90431991
PhHAL.6G085900,0.718128092,0.495070891,1.136179777,0.511826295,0.494529491,0.347893074,0.200491152,0.327006966,-0.253130058,0.264925486,0.08075059,-0.431447075,-0.318964215,-0.725791463,-0.524378414,-0.65872546,-0.418224219,-0.406575478,0.298329602,1.236594681,1.148289387,-0.734251886,-0.264865923,-0.801645958,0.235665177,-0.409444105,-0.079419561,0.056369264,0.434564982,0.271577884
PhHAL.2G196100,1.650958938,0.974371221,3.689166465,1.257753251,0.638578902,-1.531973233,0.943513981,-0.509908776,-0.278266508,0.199629738,-0.539045136,-1.365433241,-1.916767481,-3.229589461,-0.2061336,-0.713663782,0.066318641,0.436382235,1.818651085,0.776026107,2.191408242,-1.597496135,-0.19449508,-4.255191011,-0.254065656,1.552808619,2.710539695,1.857365262,1.169368342,1.159282825
PhHAL.1G350500,1.316225922,0.66383572,2.371882616,-0.06525054,-1.795114306,-1.24141643,1.00149633,1.507860737,1.397976189,0.596992102,0.780981744,-0.40086149,0.054531131,-0.273124448,-0.128791874,-0.304318307,-0.300706372,-0.293152697,-0.365417822,1.336523158,1.783340481,-1.859449206,-1.718531876,-2.571860098,2.760092269,1.142296763,2.396736357,0.847452259,0.909529268,1.074740372
PhHAL.6G141200,1.093328915,0.545676181,1.753768639,1.246370672,0.766757602,1.096410909,0.541244661,0.797201859,1.101531191,1.115704555,1.122303649,0.931068744,-0.48841607,-1.442761296,-0.563243719,-0.410855781,-0.230777141,-1.192185001,0.025905427,0.848512196,-0.502624621,-0.802372654,0.211736897,-1.413234266,1.562633302,0.608631689,1.788689546,2.125626667,2.459062617,2.316416384
PhHAL.2G095800,1.169979221,1.013157617,1.977320658,1.267380166,1.057947225,1.130981633,0.517115797,0.263026087,0.49944673,0.592375506,0.455746023,0.121006114,-0.009286247,-0.141570985,0.446689365,0.646455438,-0.074662286,-0.093841301,0.660652947,0.649146236,1.266839779,-0.270636416,0.096216636,-1.610446521,0.639951342,1.250979879,1.26342649,0.484272619,0.384245428,0.662648583
PhHAL.6G021900,0.894477449,0.538012257,1.413494874,1.150808265,0.711479877,-0.064885632,0.093006218,0.033393666,0.455798368,-0.501275357,-0.800079029,-0.4439544,0.388884044,-1.059321964,0.962913133,-0.992309168,0.09002778,-1.298938668,0.469386882,0.310980247,-0.251654032,-0.611296434,-0.423899051,-2.422578381,0.920439114,1.264388895,0.979273643,0.107494859,-0.293232711,-0.241949914
PhHAL.1G010900,1.327940823,0.271147564,3.531915327,2.447794261,2.175050735,1.553302505,2.313725323,3.016653646,1.850500183,2.604840677,2.65201739,3.063493082,-0.592631259,-1.171902977,0.829802161,0.420922597,0.350393,0.975047741,0.507376942,1.099902741,0.804533701,-0.013038805,0.555890642,-1.242645184,1.838986536,2.599703562,2.647693865,4.635651012,4.328175947,4.519493644
PhHAL.2G356000,1.192216948,0.693268971,2.157396108,0.535328255,-0.400608274,0.359036457,0.1305705,0.500517356,0.156993695,-0.252304924,-0.702912638,-1.16999005,-0.556333712,-0.119023384,-0.414825168,-0.399726304,-1.195056341,-0.414743191,-0.088564779,0.569284139,-0.152425831,-1.350446298,-1.598931296,-2.194196238,0.631172566,-0.140972787,0.161736504,0.11647834,0.063903536,0.421210642
PhHAL.9G303900,1.32336881,0.504665517,2.377991888,1.239817156,1.070643409,0.491699814,0.82434715,0.223405425,-0.305548349,0.783879188,0.349844818,-0.966471596,-0.774336529,-0.582072766,-0.304159446,-0.886976843,-0.332627923,-0.517657532,1.106500093,1.118893782,1.732532685,-1.475213344,-0.254737745,-2.896940236,0.797981172,0.807363464,2.091307811,2.009565589,1.710656397,1.711869006
PhHAL.9G304000,0,0,0,0,0,0,0.133822977,0,0,0,0,0,0,0.588293202,0,0,0.152566356,0,0,0.074164246,0,0,0.056938471,0,0,0,0,0.019872395,0,0
PhHAL.3G441300,1.909320849,1.609459917,2.62550143,0.770216389,0.019520954,-0.320909481,1.038980509,1.468647536,0.189335295,0.083692604,-0.346777255,-0.711921032,-1.271751369,-2.256794201,1.171780148,-0.630624923,-1.068690876,-0.169850849,1.916467849,1.799336739,1.595052461,-1.513805658,-0.232563835,-4.784584247,1.143124233,0.859194441,2.307325159,0.967522053,0.69776391,0.735992007
PhHAL.3G323600,1.107165108,0.869296359,1.082671218,0.001617527,-0.293713267,-0.75733786,0.556581671,0.666067082,0.672307547,-1.222294267,-0.936736352,-0.965874242,-0.356421491,-0.772513215,-0.20985218,-0.794682618,-0.819667309,-0.668100776,0.351219189,0.160751968,0.429145736,-1.503717471,-0.425720946,-1.710471956,-0.174355757,-0.278094532,0.988201677,-0.750266462,-0.810913463,-0.710075269
PhHAL.3G418400,0.383269476,0.048466751,1.480653701,1.260184278,2.600524874,-0.335054609,2.282755707,2.132626602,-0.963244936,2.820567642,3.031456245,0.084879136,-1.11511339,-2.684735718,-0.474533905,-0.077632199,1.179864412,-0.357896779,-1.1261448,-0.340617384,2.641762082,-0.541776084,1.178886202,-1.837980906,0.761447713,0.03258427,5.218814781,3.936413476,1.739786273,1.65262773
PhHAL.2G416500,1.129020664,0.503321202,2.059279636,0.257974743,-0.110678705,-1.005703622,0.388947313,0.822708646,0.385434271,-0.567985308,-0.369796784,-1.052191385,-0.061209243,-0.511987678,0.515964069,-0.72570868,-1.070723294,-1.391050849,0.64915129,0.026053545,0.743284654,-1.363776667,-0.972707937,-1.883974605,-0.108174243,1.070924311,1.237655735,0.282657297,0.064132802,-0.325545319
PhHAL.5G226000,1.615837686,0.710129554,2.77170775,1.73576388,2.422157198,1.633034873,2.524674767,1.333453951,0.903087474,2.860511845,2.743745623,0.663823379,-0.99990781,-0.751877086,-0.074597786,-1.028562695,0.017516787,-0.877189211,1.849797737,1.16509455,2.283436829,-1.404024525,-0.042241765,2.421231893,1.758254004,2.536783282,3.322092117,4.314045678,3.349389192,3.375102847
PhHAL.7G186000,0.68212986,1.691351515,2.446328971,-0.33946257,0.544901281,0.476201564,2.448758864,2.213822369,1.981807506,2.455089326,2.724438467,1.997800912,-1.555355462,0.653159559,-1.201953385,1.460023496,1.650414391,1.283893962,-1.017900437,0.347077283,0.662983568,-2.075306143,-1.864368183,1.913391986,2.29299724,0.458106928,0.879463161,3.827746251,3.898509762,3.928184515
PhHAL.1G402200,0.896168325,0.604834797,1.934607788,0.058975496,0.79881344,-0.632436014,1.82537559,0.485154202,-0.449701544,0.394883837,-0.133563387,-0.832394799,-0.525254778,-0.294352897,0.200474625,-0.939565144,-0.661859419,-1.137306162,1.138648672,0.634751827,0.32096549,-1.209774434,-0.486292044,-1.861070028,0.588396936,-0.099803799,1.645965625,1.937737418,1.5734688,1.598728775
PhHAL.9G520700,1.834342714,1.319402457,3.19795083,0.858901449,0.435295124,0.528575028,0.721992681,0.881804164,0.710343428,0.294500293,0.761676501,-0.052402115,-2.011322245,-3.807694728,-0.335301837,-1.888799604,-1.882952154,-1.827906485,1.173125258,1.396565234,1.49411346,-3.362968944,-1.29834129,-0.566493053,1.036139007,2.239934075,2.28933065,1.643445718,1.260852366,1.280336978
PhHAL.6G082000,1.115134718,0.865358949,2.377333006,0.327586398,-0.136636148,0.162425503,0.640701383,0.047554401,0.182818935,-0.00821033,-0.223558367,-1.303574755,-0.422991468,-0.028932065,1.207635113,-0.89898337,-1.0049899,-0.874433932,0.288792915,0.962148535,1.490467788,-1.560968046,-0.967301607,0.296545942,1.228169909,0.508700798,0.914802794,0.480707416,0.555372133,0.499468471
PhHAL.7G264700,0.605720457,0.466785149,1.496522421,0.740912995,0.275275912,0.589499383,0.629091252,-0.327732468,-0.127227472,0.236664817,-0.120251663,-0.411619303,0.041652749,-0.863279839,-0.409317734,-0.909025585,-0.441308379,-0.698387631,0.194496194,0.349084053,0.445407216,-0.845573193,-0.460176795,-1.129649003,0.605287839,0.059084728,0.730929494,0.376597477,0.254185213,0.188916582
PhHAL.8G217300,1.011615865,0.599310782,2.288789926,1.13413504,0.434119621,0.905046242,0.841460325,0.586498585,0.270443406,0.102588873,0.20743775,-0.145985452,-0.79777994,-1.397598543,-0.119381793,-0.359542464,-0.294792093,-0.177138499,0.836298718,0.806319867,1.270136932,-0.612093025,-0.041810505,-1.811573783,0.71185563,0.87365082,1.957534745,1.10250083,0.766217562,0.683676224
PhHAL.6G274600,1.295249925,-0.077236566,3.188313934,0.378369061,0.644254075,-0.548774227,1.232017214,0.784996472,-1.347807368,0.211940976,-0.184260242,-2.287892158,-0.508499155,-1.347807368,0.656571772,-0.653159506,-0.698205361,-2.287892158,1.265587553,1.15814198,2.210876604,-1.396372647,-0.554728743,-2.287892158,0.560667399,1.108625577,1.61412706,1.370456446,0.548547072,0.631569971
PhHAL.4G156500,1.460271781,1.19926929,2.454663211,0.900021871,0.789714943,0.409529646,0.329748289,1.454350984,0.552437464,-0.042731074,-0.032812971,-0.063545789,0.181931733,0.8509924,-2.317743071,-0.464593358,-0.977595908,-2.474096028,0.838261326,1.886188424,2.299628389,-0.618535293,1.156466635,-3.170796767,0.695456023,-2.307406987,1.55101099,1.18797925,1.713737662,1.652758998
PhHAL.3G450400,1.192459802,1.894875515,1.835888062,1.250988235,0.16824339,0.9519215,1.325124804,1.177541735,1.103986879,0.879013075,1.171178781,0.36593643,-0.094811897,0.732676895,0.305136715,2.551035005,2.512118696,2.913574659,-0.602287397,0.858980807,0.117220128,-0.968862276,-0.711112965,-2.967389976,1.115372048,-0.738126817,-0.170832063,1.190049936,1.627158574,1.884568897
PhHAL.4G022700,0.582751072,-0.05562281,1.239735354,0.071309577,0.708966437,-0.25634285,-0.174422539,-0.118098591,-0.203732268,0.094699444,-0.078948737,-0.188457464,-0.174196391,-0.466914543,-0.466914543,-0.100133752,-0.368314319,-0.301705183,0.202459698,0.458669472,0.897697108,-0.232618876,0.04224567,-0.428379693,0.113205851,-0.466914543,0.873607849,0.805784366,0.544786308,0.382171172
PhHAL.3G072700,1.097177513,3.176521106,2.546037277,0.983430134,-0.030447906,0.657302034,3.578805254,2.645107034,2.535846587,3.438425911,3.16185937,1.138216782,-0.73499613,-2.601100365,-1.513392419,1.500593985,1.226045224,1.534361517,0.34246205,1.567823326,1.114795917,-0.398364985,-1.623978915,1.483139053,1.885753806,3.649912381,0.924399002,4.286972538,4.865991736,4.873654449
PhHAL.1G296500,1.612291661,2.402867605,2.797216112,0.225596365,0.770940432,-0.54729165,1.726313088,3.775260846,3.754854706,0.561170857,2.082734016,1.564796172,-0.692393425,1.797971547,2.225744114,-2.684280341,-2.41739131,-2.973897242,-0.35563723,0.379007281,1.190849066,-2.717701669,-1.69330087,0.111584947,4.514403508,4.804596116,3.938028707,0.968136163,1.234832385,1.395364496
PhHAL.9G023400,1.686018696,0.06872898,3.471811675,1.700473487,0.826705257,0.531970491,2.411927004,1.77453844,-0.385759184,1.715702124,1.814351758,0.713417766,-1.075179453,-0.134474993,-0.172684524,1.08102936,2.173027466,1.26806497,1.029256815,1.199858387,2.192488093,0.804203871,1.232936794,-4.489078318,1.679371796,2.0617159,2.572387337,3.593762625,3.114043552,3.022705956
PhHAL.6G011700,1.507725101,0.692046448,3.237153069,0.417807756,-0.912437156,-1.040271818,1.542647697,0.568233641,0.235039748,-0.14506711,-0.070584079,-1.811428075,-0.473527606,0.145944707,0.686805886,-0.880483625,-1.069966468,-0.101302581,0.431104577,0.984608844,1.67891329,-0.536002579,-0.063368274,-3.470594563,1.004976688,1.185772394,2.266414254,1.199611282,0.65853181,0.538546546
PhHAL.2G388800,1.678684708,0.696062583,3.399577921,1.091256221,0.734783879,-0.078116436,1.18398776,0.684144125,-0.28214818,0.587507712,0.8156671,-1.076693028,-1.894043317,-3.825768598,0.943213108,-0.762276424,0.312683172,0.011327908,1.435614121,1.815175628,2.546323606,-1.563786807,-0.472936232,-8.740678008,1.686337804,0.573913537,1.686281789,2.393806071,1.868168189,1.913653698
PhHAL.7G128400,1.690457263,1.445902089,2.412532517,0.798799545,-0.228397961,-0.350007957,1.572890574,0.879100625,1.545011796,0.486820457,-0.31526839,-0.08137061,-0.395912101,-2.214729947,1.028943703,-0.962920754,-1.510397546,-3.325718841,1.170498132,0.714924727,0.626103858,-0.713821754,-0.132712008,-3.325718841,1.296687488,2.137202209,3.540536881,1.571526426,1.089478698,0.976585585
PhHAL.1G320500,0.910457614,0.996704609,1.526271848,0.646040604,0.688235198,0.221078768,1.046295336,0.729932799,0.67235786,0.370145994,0.749130005,-0.476029419,0.61935076,-0.091143875,1.125772005,-0.822851202,-0.519360423,-1.262881471,1.147250743,1.300027617,1.351663046,-0.559848305,0.336298348,-1.67165419,0.631784549,0.465380652,1.402511855,0.158726898,0.045345481,0.247762173
PhHAL.4G004900,2.022607633,1.29191319,3.394002146,0.873141148,0.240067618,-0.858533299,1.028125437,0.334485018,0.504645118,-0.56125876,-0.750054824,0.003089378,-0.781713579,-1.052839937,0.671491325,-0.883899811,-0.891178509,-2.562504279,1.797154162,0.762044283,1.673068596,-2.264099194,-1.324675006,-3.246389338,0.134082616,1.427892123,2.984511261,-0.339025616,-0.795616212,-0.706940155
PhHAL.2G352300,1.282414125,0.918757121,1.201397771,0.548593181,0.505317465,0.558753571,1.834778274,1.192868372,1.359231155,0.144901161,0.496929622,0.347809286,0.336607211,0.415769652,0.889448197,-0.244109625,0.387310328,-0.156920232,1.128914236,0.620938709,1.02933571,-0.725551225,0.320710091,2.083127983,1.004946659,1.827238267,2.048631766,0.377236549,-0.16905712,0.250889809
PhHAL.9G636200,0.653282656,0.069396313,0.265973969,-2.251178129,-3.181208631,-2.414109873,0.336900819,1.573183598,1.573220879,0.197928101,-0.404992432,0.174770046,-0.26118953,-0.368532545,0.887394304,-0.221455435,0.068551778,-0.531146955,0.074603135,0.529275513,1.502949912,-3.220805126,-1.3577222,-5.146804545,0.198755979,0.849932815,0.182889612,-1.298036403,-1.140147463,-1.494777032
PhHAL.9G636300,2.27097015,1.454962803,3.927430546,1.496337452,0.704877742,-0.094660749,1.701119239,2.163193751,1.053194284,0.894196704,0.91680376,-0.23947671,-0.72447948,-0.054269038,0.504976067,0.393115425,-0.867422091,0.785631006,1.399882659,2.211103153,2.47952497,-0.607705627,-0.158711611,2.992851685,1.975603608,1.013686478,3.673096695,3.05652146,2.859404301,2.859309691
PhHAL.5G025400,2.047967922,0.754108691,3.835512136,0.592243819,0.358449438,-0.530478561,3.020507763,2.226561597,2.366292295,1.54014659,1.935180536,1.476217626,-1.258967491,-3.71227698,0.719947534,0.631607178,1.618943453,0.747318283,-0.751746736,0.643887963,1.415942172,-0.589305316,-0.677164622,-4.892625789,3.512978666,1.710019944,4.241011543,3.22543279,2.953516464,3.223848139
PhHAL.5G446800,1.108858033,1.406647986,1.509378415,0.733210096,0.441061784,0.435504773,0.459576425,0.671816787,0.789384488,-0.039063351,0.365777838,-0.194860799,0.064250612,1.245798291,-0.435152439,0.342851194,0.101759427,-0.118853639,0.409315719,0.804885347,0.07524138,-1.273515097,-0.555343442,-1.538368867,0.462834595,-0.095159607,0.138403142,0.868889328,0.886919146,1.004127316
PhHAL.9G636400,2.264394123,1.728425655,3.860330307,1.497877486,0.586664348,-1.224423229,2.502813217,1.055336495,0.70941192,1.725799557,0.701161046,-0.095496383,-0.791041342,0.818536719,-0.067818729,-0.443294352,0.899450247,0.135235797,1.45152963,1.278257644,1.530008416,-0.44684403,1.071053544,-1.926457465,0.862115831,0.985344441,1.968901324,2.855311391,1.885855919,2.173258534
PhHAL.2G470400,1.550216832,0.844193811,3.224878139,0.437878263,0.257329346,-0.821085538,1.551584246,1.177549413,0.878989218,0.514287985,0.75327242,0.411615663,0.359446735,-3.716239912,1.34557516,-1.032202101,-0.810826724,-1.977923534,0.5823231,1.452542503,1.475026621,-3.099878057,-1.077229418,-5.261120815,2.140339993,2.964407945,2.790587322,1.117571134,0.770053796,1.019327052
PhHAL.8G251000,1.641500396,0.830027946,3.271047877,-1.348410441,-1.895206376,-2.396557705,-1.507805544,-1.100238482,-1.724676317,-4.205770446,-3.656736152,-3.854050538,-0.482799533,-0.521913832,-0.443565649,0.209697543,-0.03950491,0.398721997,-1.502462801,1.979941162,2.759500492,-3.006716925,-3.317843616,-4.205770446,-1.405326601,-1.193038844,-1.371359802,-3.874253245,-3.984331343,-3.990204909
PhHAL.1G434400,1.505274785,1.711649823,2.724176956,1.122425944,0.865100566,1.039259697,1.085547609,1.220744285,-0.561976902,0.223763669,0.847872804,0.765760963,0.932198604,1.054613769,-2.550788304,0.808156476,1.178912466,1.40510569,1.439760313,2.545349905,2.166264876,0.131112257,-0.356253166,-4.948231717,0.410448062,-4.690559011,1.905404071,2.561622445,2.245963707,2.317720817
PhHAL.9G267500,1.519187079,1.744993134,1.273046381,1.584473231,1.302592482,0.943481905,-0.321141496,0.150414193,0.396309512,-0.921828013,-0.464418225,-0.588530607,0.3616743,-0.506219923,-1.442798589,0.540628608,-0.521774115,-0.732842337,0.304837612,1.597663427,-0.676387794,-0.588027641,1.100578894,3.153226198,0.278491992,-2.002856112,-0.497635886,-0.505822214,-0.600544616,0.081593988
