gene,CerD1,CerD2,CerD3,CerW1,CerW2,CerW3,CocD1,CocD2,CocD3,CocW1,CocW2,CocW3,NigD1,NigD2,NigD3,NigW1,NigW2,NigW3,PenD1,PenD2,PenD3,PenW1,PenW2,PenW3,SorD1,SorD2,SorD3,SorW1,SorW2,SorW3
PhHAL.1G074700,0.808764423,0.24846582,0.349609112,-0.751261924,-1.340243993,-2.231583187,1.174087374,1.23869459,1.658548227,0.152133173,-0.444317687,-0.759360393,0.067419843,0.525864217,0.560167416,-0.864645979,-0.4138508,0.155026384,0.081183191,-0.273487994,-0.643017337,-1.059124199,-0.850896113,-2.606988564,0.031151385,0.464262904,0.947670581,-0.647611588,-0.37078681,-0.304935701
PhHAL.3G335500,0.54118898,0.021300268,0.551555975,-0.42419611,-1.334331234,-0.427998477,2.065040602,1.788295577,2.042127252,1.526102459,1.877564435,1.420890175,-0.846877193,-1.723248365,0.575292653,0.636871368,0.141826819,-0.797197234,0.740860488,-0.005270413,1.399931113,-1.350083866,-0.254476228,2.593947341,0.851415091,0.850227961,0.62736203,0.862835,0.433856803,0.715175245
PhHAL.1G270800,1.266370825,0.798405929,1.539473335,1.48449478,1.435511176,-0.623234509,3.305089428,3.557757252,4.254753839,3.152785006,2.947370087,3.091883361,-0.447298763,-2.053160999,5.305393659,-3.296559002,0.906365609,0.885198894,2.098387523,0.091147491,-1.393607109,-1.511735452,-0.164521565,2.627763813,1.17317042,4.504538743,2.476912927,2.027583336,1.170325287,1.068157131
PhHAL.1G439500,0.451086292,0.946375819,0.780862123,-0.938564152,0.612926678,0.158739712,0.891183957,0.929125612,1.390955844,-0.347528087,0.515660789,0.099069273,0.622819663,-0.733047979,1.014485508,-0.931327771,0.874942839,0.410907538,0.308223043,0.132726756,0.438824948,-0.694307839,-0.027849488,-1.2898917,0.467393598,0.496201532,1.017751443,0.683374243,0.407001291,0.579434892
PhHAL.3G121800,0.502007626,0.825216559,0.823068316,0.307287238,0.459934678,-0.255013773,1.428196425,1.386600377,1.976263635,1.047353657,1.201162526,1.300469331,-0.028344373,-0.799960397,0.598866049,-0.671369705,0.118595605,-0.502031172,0.392726157,0.38104035,0.925414314,-0.395776678,-0.058911933,-1.193244604,0.498445718,1.96939455,1.443885354,1.153113815,0.880239761,0.921342307
PhHAL.4G351600,0.135755434,0.051734981,0.205796721,-0.68061735,1.427218945,-1.466525282,4.469699532,3.230153818,0.690113668,0.119366702,1.332179287,1.221480948,-0.595521583,0.188571409,1.076999394,0.426479099,0.222887206,1.793391324,-3.020830487,0.294877745,-0.074337289,-0.843181678,-1.166515689,5.646516997,1.978921528,-0.965055233,0.319216136,6.709335044,6.140226596,6.199419641
PhHAL.6G248300,1.235034612,1.241728931,2.378856187,-0.455825395,-0.157418446,-2.202422086,3.185868418,3.008741911,3.164265102,3.570536624,2.673509291,1.944733085,-1.737930039,0.335594241,1.332620497,-0.970226346,-0.602508708,0.875164546,1.295270063,0.856260024,0.476098916,-2.283114087,-1.382290946,-4.522172955,2.43737705,3.266217181,2.846485602,3.016388488,2.339472306,2.563379172
PhHAL.9G584300,0.020562682,-0.124017629,1.626664313,-0.369074502,-4.885512054,-0.779306135,1.863563589,1.36274558,2.248876587,3.440067745,1.626694285,2.139029261,2.24977173,4.905484605,1.847687668,4.248316014,5.818287724,6.029224365,-0.684250303,0.584566431,2.143124469,-0.420288509,2.146158826,-4.885512054,1.199383964,1.14901743,-1.668393362,0.893626823,0.013499184,0.173185415
PhHAL.3G130100,-0.639841603,-0.394980478,-0.053846797,0.461291299,0.264360809,0.013383567,1.667342604,1.792694165,1.341642085,1.970844268,2.55801436,1.704598733,-0.51083043,-0.768507311,0.175155263,-0.204421631,-0.049064854,1.125178478,-0.370083604,-0.589188633,-0.199936182,0.176388704,-0.110242324,-0.204421631,1.524009429,0.996887402,1.453020265,1.769303513,1.548921896,1.3660413
PhHAL.2G299000,-1.845823731,-0.822874493,-0.844155395,-2.95047975,-0.754146414,-1.013439483,3.36263598,0.722023349,0.000279127,0.186628691,1.740214714,2.819542427,1.367721664,1.648780195,1.54953839,4.63120172,5.619685098,5.545289842,-2.259967488,-1.628240677,-2.830859737,2.246585681,2.469253229,-4.828369243,0.485530546,-0.593018248,-0.49317193,2.631955586,2.13926051,2.236632132
PhHAL.9G525200,1.005401601,1.975116818,3.301138739,-0.461046696,-2.637078339,-1.527909898,2.604554323,3.421335564,3.520310228,1.213076276,1.598054322,1.95883507,-0.566996229,-0.127096177,2.745381761,1.729977842,2.458167982,2.7924825,0.062531592,1.328470948,1.803210384,-1.672604947,-0.896100906,1.286969399,2.147718989,3.589322004,3.171971973,1.611511472,1.334463887,1.506746155
PhHAL.4G308300,0.090164754,-0.555418642,0.226865434,0.003003582,0.401394835,0.481350739,1.218795121,1.78697213,1.030642716,1.041273609,0.851087419,1.492154343,0.459270052,0.874196869,-0.285856334,0.311469247,0.956936129,0.980278587,-0.159583277,-0.106645213,0.293281128,0.503249611,0.57310141,-0.589965738,0.126775832,0.305800862,0.743821546,1.262296837,1.385825839,1.352680129
PhHAL.1G173900,-0.287253532,0.72916716,-0.020110259,-0.028427236,-0.691675892,-0.723732172,3.023627477,1.202081297,0.95746057,2.032398073,-0.552139016,0.324385677,-0.710537647,0.51956749,-1.885142207,-1.516028321,-2.379990552,-1.66953476,1.532247221,0.28646816,-1.885142207,-1.9326822,-0.830119344,-2.379990552,-0.617486564,-1.885142207,0.582270319,1.098385937,0.235630552,-0.706863835
PhHAL.1G002600,-0.348970019,-0.469451084,-0.562568337,0.006776472,0.284578593,-0.557489496,0.964147305,1.460945056,1.566655402,0.701704639,-0.111604973,1.358069647,-0.497162701,-0.435520726,-0.503804464,-0.557489496,-0.129919793,0.033008093,0.530851896,-0.641489889,-0.671353484,0.000664482,-0.122609911,-0.557489496,-0.0262677,-0.964439051,0.372775361,0.981172819,0.93912113,0.752379345
PhHAL.3G114600,0.292291685,0.076539258,1.131422398,0.502856235,-0.425093958,0.715129059,2.241980573,2.106377543,2.663949884,2.88201692,2.862225894,2.380408433,-0.615468502,3.403484598,0.633139327,1.227616372,1.114752502,0.259878627,-0.862392545,0.517989786,-1.098054035,0.404517104,-0.181173343,-4.922559428,2.264003776,2.431441041,1.956281976,1.73145643,1.709372798,1.733423441
PhHAL.3G130400,-0.392295848,-0.695607247,0.162252066,-1.617616353,-1.301830051,-1.861250886,1.73038293,2.003856988,2.007816839,1.440438738,1.921227038,1.768073024,-0.847394958,-0.430419866,0.418041656,-0.702929131,0.048447943,0.369286992,0.097956327,0.2925412,1.676137012,-1.801786027,-0.783503146,-2.942760954,0.926276279,2.800127463,0.762584257,1.489082604,-0.337247657,-0.147424137
PhHAL.3G298700,1.466492173,0.312500374,3.156845786,1.119310484,0.184554305,0.447273439,3.487201832,2.312433614,1.933759751,3.233513161,3.410944376,1.608897818,-0.794419554,-1.621971516,-0.540736713,-0.45366818,-0.13364502,-0.342552371,1.048894401,2.56068998,2.146668544,-1.537243571,-0.431076847,1.836752281,3.0428571,2.097242363,3.117860695,4.978345952,4.678288842,4.678583649
PhHAL.1G388400,0.462713444,0.168591026,-0.054981221,-0.412146053,-0.667618756,-0.32571409,0.01162168,1.875150532,2.080786276,-0.739186562,-0.144556498,1.692871497,0.040254208,2.644930935,1.695568162,1.388780425,1.200446793,1.031426523,-0.353588269,-0.429922939,0.352508896,0.765032543,1.299697463,-1.620020169,0.481405395,0.866769485,0.295374053,-0.439961444,-0.802517243,-0.810559625
PhHAL.5G157800,1.042176038,0.737778385,1.837267813,0.148540632,0.018443756,-0.150075882,1.803661545,2.277308074,2.019549354,0.672523167,0.794116766,1.069304265,-0.380032589,-0.163350148,1.383363277,-1.37718696,-0.807322875,-2.036506546,1.023325905,0.540804826,1.005603778,-1.443377509,0.15664885,-4.090139244,1.829118697,2.227817623,2.898248317,0.844311207,0.80063817,0.594870195
PhHAL.3G375400,0.127066023,0.591521471,0.622611953,-0.017356712,0.183865806,-0.49757406,0.35658725,1.400359189,1.385416339,0.475867923,-0.308868763,0.378971948,0.08086012,2.548324246,-0.397926805,-0.101635482,0.30717802,-0.37480734,1.139512833,0.983175693,0.967485664,0.034555821,0.683170854,2.342662079,1.060616865,0.122422853,1.399637484,0.059420361,0.146025177,0.435878943
PhHAL.3G277500,-0.352114756,-0.614894325,0.282633415,-0.738161986,-1.083370223,-0.865326686,2.929617702,2.563093699,2.873297548,2.635053634,2.25474972,2.250953985,-0.459440895,0.076678856,-0.660085181,-0.202151316,-0.108122063,0.667668616,-0.276792087,-0.435988762,-1.564291336,-1.000356377,-1.029841918,-4.085566856,2.376515012,3.268362598,3.002587709,2.603732304,2.38680231,2.370384985
PhHAL.1G028600,-0.058906996,1.224632121,0.670261217,0.267999517,0.99984185,0.558975059,0.847771702,2.109565421,1.338518265,0.468957888,0.566140656,0.595500935,0.357320289,-0.648460534,0.72502064,-0.792265938,-0.260395781,-0.700041059,0.220227811,0.262184642,0.138514642,-0.318690066,-0.266627422,-1.002864271,0.999530835,-0.077468226,0.780716195,0.680975885,0.870866261,0.867772686
PhHAL.6G294500,1.004513225,0.916987219,1.395350226,0.681370675,-1.395550929,0.825268097,1.982661518,2.198811692,2.129078429,1.663236573,2.207131607,1.349821952,-0.23504454,-0.015475839,0.397605739,0.77457283,0.350396279,0.782076701,0.157496406,1.158248733,0.807051761,-0.089387867,-0.265430568,2.930036965,2.595644289,2.742029955,3.338426815,3.028430548,2.914992783,3.158884436
PhHAL.3G064100,0.532692124,-0.981576018,-0.962740745,-0.812252969,-1.13780169,-1.502276094,2.090095745,1.811612101,1.992128435,2.541826102,2.453854061,0.891416746,-0.71859306,-2.628370004,-1.043224773,-0.347710366,1.080147326,0.211375498,-0.110701246,-0.391941677,0.247374679,-1.799202221,-2.216874929,-2.624093874,1.332697622,1.540320163,0.080490406,1.521241206,0.971779722,0.889586355
PhHAL.2G424800,-0.354875119,-1.44360108,-0.507403472,-0.826429826,-0.081377973,-0.526946466,2.45447092,2.793989634,2.217961022,1.360781307,2.223550851,0.408723434,-1.748720513,1.497519364,2.172522693,0.484860989,1.248113324,0.984234616,-0.863599465,-2.472189968,-3.740067298,-0.092945679,-0.026090016,-4.883498795,1.339545483,-3.740067298,1.71211957,1.605623422,0.998332205,1.520774237
PhHAL.8G049900,0.483052587,1.698934642,0.714061377,-0.133292407,0.303456956,-1.081968448,3.681079767,2.978991892,3.230989364,0.509918289,0.599301973,1.773477416,0.273629281,2.66623055,3.499137248,0.785010708,1.218879954,0.958562638,1.293099741,0.75708936,1.056590475,0.054025972,0.788537208,-4.482940761,1.887102924,3.127814619,2.392785735,1.617824587,2.183134082,1.684316798
PhHAL.7G200500,1.312002511,0.455948153,1.852032296,0.457143923,0.021845646,-0.347108746,2.333773263,2.709285397,2.538200909,1.703471398,1.457626224,2.212499606,0.097682519,1.401318855,1.39043633,0.31231084,0.319370323,-0.963839384,1.349599734,1.265628782,1.577329049,-1.228363837,-1.314935116,-2.349883264,1.062120503,3.49530567,3.756758391,1.317861293,1.060168784,0.826372479
PhHAL.2G087000,0.161545239,0.37861199,0.828489238,0.702971627,-1.017280568,0.839294856,2.736211335,1.966963464,1.494483302,2.596946334,2.85425756,1.632518809,-0.320467354,-1.27058037,1.230428132,0.46151008,1.103940444,2.522684686,-0.186305161,-0.139306983,-0.34732544,0.018596671,0.523803034,-1.017280568,2.453633317,3.388750552,2.70944493,2.981510669,2.43546245,2.163965132
PhHAL.3G138800,0.100238047,-0.079450976,0.16310509,0.069266172,-0.116516352,-0.333079499,1.626496419,1.609650756,1.528804182,0.946479181,0.383796118,0.577657991,0.17284741,0.219846469,0.630447214,0.201952604,0.477338563,1.516642791,0.37666538,0.183782736,0.878846354,-0.293156087,0.414459244,-1.069168245,0.331913587,0.878889515,0.951587554,0.778014912,0.527499795,0.88577249
PhHAL.1G334500,-0.962214674,-0.798316446,-0.978474457,0.496847816,-0.424666238,0.810948983,1.786649461,2.993465411,2.832048404,2.264272424,3.228767292,5.171425511,-1.713183607,4.186825711,-0.245040622,5.036180411,5.433706158,5.407094394,-1.900832451,0.371053103,0.259740916,2.138763156,2.193174317,4.152699015,1.438797084,0.212066491,-0.988841479,2.888407424,2.948208805,3.342035407
PhHAL.2G048900,0.560984145,-1.269167995,-0.675462493,-2.500141298,-0.901099297,-2.625091773,0.862913953,3.624774129,3.322543325,-1.410856288,-0.074122394,3.038164263,1.408718814,2.523910624,4.713514136,-0.661921127,-0.401898174,0.109302489,-1.903507499,-0.86003788,-0.841736307,0.678944709,1.297277913,1.287576352,0.641851612,1.764625387,-0.776648572,-1.834368735,-1.568885252,-1.370176654
PhHAL.9G185400,0.205286274,0.091365652,0.360181846,-2.146412681,-0.88845127,-1.810406251,2.341304011,3.215256975,3.1832399,1.601728511,1.125149597,0.817378569,-0.467539976,-3.027597009,0.529004072,-2.240795313,-1.064793405,-0.760545153,0.3918448,0.466703386,-0.722974995,-2.971270152,-1.674631058,-4.688906001,3.212310789,2.853820451,2.22788484,1.085559546,0.980140613,0.982531747
PhHAL.4G362800,0,0,4.26E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhHAL.4G362900,0.956855218,0.791672117,1.324286102,0.498203542,-0.941336154,-0.640765438,1.25323938,1.379173202,1.19199317,0.524915366,0.78424265,0.48037507,0.011326913,0.258523674,0.613163846,0.196362723,0.989365791,1.201493066,0.775309459,0.501990003,0.106482197,-1.004759392,-0.347303813,-1.487428037,1.167507664,1.322824819,1.648490562,0.556364397,0.512539502,0.338996386
PhHAL.8G122600,0.422387089,0.01818572,0.711955013,0.530154353,0.073845353,-0.102328926,1.151915223,1.362398779,1.955967763,0.231867473,1.337828077,0.297411695,0.192910814,-1.195293404,0.128450902,-0.340957439,0.688377396,-1.012548286,-0.495877233,-0.105057297,-0.34276204,0.007672821,0.759447884,1.67954342,1.578010498,0.838938543,0.952207792,0.352579053,0.640329033,0.784005832
PhHAL.7G335200,1.580013121,-0.479542664,1.541014169,-0.191522911,-0.52883043,-1.302881659,2.885202028,3.370447682,2.278756053,0.240520257,1.019062065,2.428413284,-0.511708153,-2.525824167,1.670814349,1.955406819,2.150293784,2.21293268,-0.542711989,-0.360918849,-2.525824167,-2.019171787,-1.244036645,-3.994739613,0.936908754,2.653838151,2.785417356,0.472135439,0.102137852,0.072313923
PhHAL.9G512400,-0.196987243,-0.245205408,-1.230843383,-1.092754551,-0.099892199,-0.332197428,0.77477634,2.302820178,2.364987098,1.846179068,1.484764259,2.484606776,0.760963443,1.054299888,2.226941333,0.229493896,0.012700107,0.079818498,-1.792976952,-0.771140147,-1.013956738,0.112150047,0.612908833,1.357898365,1.487345179,1.628084996,-0.345509837,1.204767074,1.17954876,1.211089844
PhHAL.4G360100,-0.020508532,0.005269938,-0.118658765,0.309614301,-0.131992408,0.514338016,0.697337344,0.749550847,0.874075539,0.654150584,0.810964925,0.614337559,0.278267542,-0.40230797,-0.272450232,0.339538448,0.368786195,0.93293182,-0.288867233,0.081826035,-0.40230797,0.376297293,0.16603239,2.582543268,1.544284415,0.034218496,0.882981788,0.877619915,1.493394989,1.609194102
PhHAL.3G042200,0.692928091,0.49287155,0.722402474,0.510741966,0.23112879,0.532538246,0.94419159,1.928065855,0.983837316,0.706411921,-0.130794905,0.826139959,-0.106436661,0.435552397,0.163425548,-0.198014492,-0.425908142,0.005838165,0.537579265,0.254353318,0.153522727,-0.302606966,0.026813078,-0.592762388,0.334502682,-0.487506244,0.912720161,0.741308124,0.626217117,0.769499884
PhHAL.9G067600,0.180454542,-0.460024777,0.883270707,-0.116111689,0.747936512,0.382531937,2.746450291,2.388940324,2.507676709,3.174900268,3.001286252,2.534823075,-0.21274985,-1.492457984,0.196435724,1.46813924,1.012344409,0.747746482,0.316197,0.897366997,0.734960187,-0.871903975,0.031131827,-4.21225545,2.620706568,3.01494462,3.469180645,3.095437181,2.998240568,3.142099733
PhHAL.5G171000,0.947349338,0.864652019,2.138817447,0.22592566,0.362183779,0.33079521,1.686984662,1.521570266,1.700894112,-0.001246713,0.716670991,0.09390085,0.303086057,-0.833321914,0.596031596,-0.375379886,0.184762082,-0.566174838,0.4396926,1.023882802,0.8110374,-1.391630445,-0.642767666,-1.88179903,1.483877943,2.006079428,1.964826091,0.648156812,0.73882726,0.583799371
PhHAL.5G438900,0.322609703,-0.787766173,0.875156542,-2.609491011,0.12686708,-1.066089166,3.302884092,3.110014523,2.427038065,2.953191025,3.297918861,3.7671866,0.802372223,0.146439303,3.062401455,2.049463054,2.285855239,1.840737084,0.595158746,-0.059314159,-0.307741768,-0.20007835,1.282900015,4.117789616,2.209412031,3.768210224,0.520990497,0.831574101,1.569215664,1.096276828
PhHAL.6G287000,1.216090614,0.318631461,1.761208699,1.013786622,0.466689292,-1.257814997,2.285813793,2.179807218,1.419322842,1.265524414,1.565830335,1.530566454,-0.330578933,0.177772625,-0.025413338,-1.217189146,-0.403246076,-0.97890162,0.657120755,0.319782547,0.701810438,-1.768584192,-0.59975122,2.953511626,1.472953816,1.63614085,2.894116527,1.933118883,1.728038504,1.614553166
PhHAL.7G027900,-0.190561552,-0.084645148,-0.86492085,0.298126994,0.622439253,1.472810299,1.009843239,2.190587846,1.725424555,2.321175023,2.816297032,3.109922617,-1.43013556,-2.645932176,-1.112518338,-0.96843195,-1.619358229,-1.211990248,0.405615683,1.447577295,1.111571177,0.142254699,1.086157494,-1.619358229,1.09388353,2.233396205,1.589182144,1.38949972,1.836271474,1.705119739
PhHAL.6G028700,0.234698367,-0.42960064,0.552158528,0.386871138,-0.432667329,0.578812008,0.697263074,1.412765337,1.446266991,0.825639221,1.01783437,1.14632121,0.420381803,-0.707885199,0.342177616,0.495861617,0.817099207,0.348382403,0.171256709,0.54309456,0.099050869,0.122518979,0.490320571,-0.673203923,1.348944538,0.273813315,1.028312677,0.76026301,0.797993944,0.879797705
PhHAL.4G351200,0.447234837,1.085887563,1.525772926,0.03925021,0.982197909,0.50672046,2.424435533,2.642783737,2.577645059,2.955568013,2.642268393,2.542358972,0.196001869,0.381670415,-0.155725444,1.789787315,2.622821685,2.38716747,-0.083827479,1.188492418,0.445583431,-0.809542712,-0.27537417,-1.6181337,1.645162971,1.676533756,0.826021818,2.16151475,1.564898576,1.501363585
PhHAL.6G232100,0.257322067,-0.596659221,0.97643945,-0.025592659,-0.028604073,0.324252973,1.548866316,1.933438633,2.37569269,1.978748407,1.421137535,2.64750399,0.425786182,0.080434435,1.306994994,0.668160643,0.925979535,0.123009743,0.616277893,0.152015404,-0.364754326,0.009931775,0.735349417,-0.924451868,0.149333505,1.198277424,1.677202964,1.069733188,0.70389247,1.123728506
PhHAL.6G232200,1.339530208,0.953989166,2.697679883,1.835627131,0.884278615,0.464378239,2.40213301,0.846133748,1.746198253,1.337398278,2.448063449,0.596998595,-0.317683457,0.611775369,0.684758606,0.752098216,-0.008585881,-0.132907776,1.838238814,0.92659131,1.640379277,-0.595316146,0.505056015,-1.381248297,0.098330547,2.36484017,2.969886584,1.760086393,0.838545966,0.952123911
PhHAL.8G009700,0.140073036,-0.197812567,-0.539797999,0.246672375,0.578858796,0.693716375,0.38200697,1.09386886,0.556103618,-0.342312228,0.032312231,0.204391532,-0.629401519,-0.318920875,1.340023864,0.618725694,0.393576908,-0.16434426,-0.495021346,-1.1423727,-1.1423727,0.137447616,0.511215864,3.468710317,-0.754414674,1.134936649,-0.203787295,-0.39579621,-0.657649633,-0.532162267
PhHAL.4G116600,0.32258723,-0.28653162,-1.549316036,-1.924427558,-4.292662305,-2.117163253,1.000644955,4.509803144,4.21985983,2.053367346,0.442171937,3.445639418,-0.486152175,5.054728783,4.468647234,1.69284951,2.477492798,2.910793376,-0.140056663,-1.099316899,-2.560253381,-0.230903385,1.125261078,-4.292662305,2.313968162,1.530752439,1.929283132,-1.760993894,-1.7722476,-1.425586236
PhHAL.3G080400,-0.071986637,0.850080586,1.430800205,0.831225147,1.31202009,0.766653714,1.366942601,1.731841297,1.611624226,1.76343441,2.528047085,2.407621455,-0.478949681,-0.347345544,-0.185158391,0.825663361,0.661488365,0.217338121,-0.30628779,-0.013840104,-0.107002994,-0.24115122,-0.20886164,-0.269167233,1.476076689,0.834836461,1.827852105,1.997715234,2.245752866,2.518775016
PhHAL.5G126200,-0.161641578,-0.552897473,0.035585622,0.413242988,0.022749282,0.699170693,0.643257056,1.143132927,1.102353482,0.947037907,1.098675682,1.44502204,-0.200917465,-0.286823244,-0.651648896,0.490285257,0.460487851,-0.046576887,-0.26407129,-0.06772166,-0.444055856,0.138784207,0.355671861,-0.213559639,1.204368699,0.669869415,0.496849244,1.347898479,1.661752553,1.537998345
PhHAL.3G101200,0.334661286,0.525164588,1.531803271,0.969347293,0.239445011,0.644376618,2.974512997,1.708141056,2.275615843,1.317747305,1.978368352,1.53497597,-0.219779641,-0.379109323,-0.281742809,2.691049316,2.590477996,2.607300351,-0.470868465,0.203957089,0.36742194,0.735450426,0.694835094,-0.449420157,1.159784517,1.069391797,1.726887806,2.956444259,2.983402989,2.886548946
PhHAL.6G259700,1.000856786,1.066447369,1.9296824,1.408939436,0.639380431,1.055775954,0.949497176,2.422890458,2.457419873,2.219242148,2.523616797,2.35449732,-0.263933261,-0.508381245,0.032700092,1.28493063,0.853383048,1.397259677,-0.302243634,1.20706055,0.932245546,-0.972202355,-0.219001168,2.723176804,2.467907747,1.404514275,1.555179616,1.530534122,1.706447224,1.555165419
PhHAL.8G077600,-0.043074666,-0.617829545,0.610895454,-0.682599505,-0.123686524,-2.267230148,3.602051602,2.769122396,1.843115784,3.81683199,2.539217652,1.791207577,-1.079100194,-2.482695145,-1.312693201,-0.114089577,-1.32069166,-2.267230148,-0.489687493,0.165379084,-0.341713675,-1.531954073,-0.34254874,-2.267230148,1.491393583,1.597220517,2.629379407,2.797325095,2.854440121,2.992723974
PhHAL.1G408500,-0.277310297,-0.751987215,-1.004650044,-0.872580139,-0.150945284,-0.205380932,1.206379671,2.388991141,2.61530366,1.112345322,1.402548212,2.634267127,1.600406872,4.276315829,2.085868674,1.390926629,1.741066903,0.02942148,-1.608941001,-0.061055676,-2.824123512,1.13386732,1.209629896,-4.448158715,2.26895559,2.010563755,0.392348773,-0.091944462,0.032339081,-0.370086917
PhHAL.6G238200,0.528348663,-0.738451422,0.901681516,-1.107639797,-1.173069787,-1.447651727,1.89751736,1.84553698,2.530890848,1.131297181,0.626197199,0.885264473,1.752287144,1.129796583,2.250653712,-0.29362097,-0.367048729,-0.382798838,0.255213537,0.446082627,-0.198853969,-0.587507373,0.094635026,1.555473416,1.773650029,1.475646765,1.241817076,1.060201594,0.525394553,0.714999528
PhHAL.9G591100,0.834664689,1.38840665,2.339882127,-0.161724557,-0.939350347,-0.729668298,1.584121381,4.111278201,3.67688687,2.098257274,1.775123412,2.956078486,0.484096327,3.699645482,1.480632793,3.524158945,4.443177149,4.661917535,1.501857176,1.347712549,2.088833527,-1.83866633,-0.984527575,-6.270991079,1.975113212,2.712951562,1.860347337,1.596442117,1.281570437,1.212236217
PhHAL.5G047000,-0.01675775,1.305775633,-1.832356109,-0.84151987,-0.303024581,-2.89554936,2.99815485,3.551700644,3.486949855,1.556414062,2.404782607,2.938442632,-1.776656603,-1.524861561,3.313724802,-1.645283535,-0.896957488,-5.800125942,1.298736727,-0.139100827,-1.569817379,-2.092104289,-1.182051772,-5.800125942,0.973137185,5.221260973,-0.214543139,1.151240378,0.892412846,0.772048263
PhHAL.6G006100,1.195289038,0.614742893,1.480736002,1.227177913,-0.865122332,0.661069542,2.458127701,1.977532706,2.208764176,1.826610322,1.944392595,1.576847726,0.46746808,-2.521120273,0.154925929,0.562990271,0.490667492,-0.483753822,0.275230366,1.157075609,1.464443912,0.014145685,0.484028134,-2.878709649,1.717582529,0.518528766,2.24423943,1.901322174,1.9724597,1.762425939
PhHAL.2G371400,0.212021538,0.186139214,0.357208184,0.853394662,0.478682321,0.965065837,1.863580466,2.534360121,2.383146142,2.139967528,2.357555156,3.163479716,-1.009643741,-2.297121946,1.13257569,0.126975608,0.641607681,0.76611194,-1.574648927,-1.235601483,-2.297121946,-0.224908163,0.250206206,-1.36704055,0.959490216,2.727370612,1.82159492,2.865305542,2.595665782,2.724337709
PhHAL.2G303700,-1.309534634,-2.397425129,-2.069451553,-2.542284798,-2.542284798,-2.542284798,3.384718673,3.003532843,2.786049476,2.161319826,2.746029464,2.201429423,-0.797835963,-2.397425129,0.837002614,-0.864965996,-0.534518791,-2.542284798,-1.253672551,-1.367534112,-2.397425129,-0.914425861,-2.164573538,-2.542284798,0.551558767,4.31462032,1.378194369,-0.092345797,0.167510913,0.06573666
PhHAL.9G462700,0.252592697,0.490273078,0.157614172,0.461829402,-0.837491463,0.475411817,0.012464311,2.024583187,0.443499868,0.309587252,-0.269799028,0.589733874,0.704741603,0.902528055,-0.330641219,-0.377106407,-0.319732013,-0.685748222,0.719904163,1.019928055,-0.021259001,-0.12504183,0.541186615,-0.837491463,0.475199041,-0.777616235,0.123548402,0.341350633,0.433079339,0.847529193
PhHAL.9G438200,-0.182566838,-0.288657344,1.737808693,-0.170668444,0.242643661,-0.436061394,5.691676908,0.756682227,-0.510625315,2.953015265,3.223518498,0.839077986,-1.377280471,-2.053546976,-1.02096649,1.932619175,1.784800796,1.892484423,-1.635024531,-1.177002919,-0.214204091,-0.452132361,0.255465088,3.331420171,0.131003104,2.552208091,0.996942532,4.743614959,4.161039238,4.028687487
PhHAL.8G034700,0.74688338,0.275113631,0.869337636,-1.021467634,0.797854262,-1.275751933,3.853805449,3.653545386,3.278726629,4.309696844,1.200162092,3.272592538,-1.480472095,-1.935013355,-1.935013355,-1.974039765,-0.462971546,-1.056692798,0.70052746,0.109569614,-1.935013355,-0.530910555,-0.387226993,-1.974039765,0.319499058,-1.935013355,1.867717541,2.675719381,2.346538779,1.848160107
PhHAL.3G012700,0.638821615,-0.131454724,1.26311998,-0.291450212,-0.193552669,-0.166914156,2.052610895,1.739342553,1.511894951,0.750364607,0.866119917,0.358482962,0.359152154,-1.065753815,0.369005167,-1.949213676,-0.605004421,-1.001471974,0.539707332,0.437218295,0.762479671,-0.541540059,-0.388875338,3.146402768,2.62902611,2.922049082,2.248751306,1.10553584,1.140038694,1.054557645
PhHAL.1G281200,0.755625302,1.002364206,1.92391533,-0.582571665,-0.819552732,-0.434360465,3.181421796,1.303398851,1.631867996,0.993654326,1.434006069,0.064743404,-0.173257834,-0.275548977,0.347855803,-0.58865735,-1.272221242,-1.215062131,0.532189417,0.565425483,-0.170776506,-1.114656188,-0.575368168,2.516414479,1.243651634,0.712463006,2.09781797,1.309095353,0.938679063,0.850531578
PhHAL.7G281900,-0.729238285,-0.618386113,-0.563995909,-0.860073553,-1.697014025,-0.947843642,2.698273622,2.577208462,2.238968617,1.793183831,1.980426562,1.175215867,0.022597747,-0.401272968,0.979742681,1.196418085,0.485989657,0.713853475,-0.641739172,-0.550443584,-0.696604609,-0.549896225,-0.214552922,-1.697014025,1.476898825,3.573163529,2.441196184,1.179328068,0.885431182,0.71796847
PhHAL.5G223800,1.288376776,1.274034764,2.873170374,0.694135057,0.317658801,-0.553148326,3.578896123,2.281899853,2.892722123,2.190812361,2.176712703,1.284947353,-0.915256104,-0.719436407,-0.184955583,-0.607052354,-1.375388635,0.211874134,0.932647963,0.233095394,0.742900341,-2.153680894,-1.175998528,-3.128809186,2.246882651,3.822167749,4.735385718,2.010668495,1.799485329,1.957108296
